date,open,high,low,close,volume
2019-12-04,8291.8604,8316.46,8285.8799,8296.5303,2158870000
2019-12-05,8321.1904,8321.1904,8272.8301,8308.4004,2133380000
2019-12-06,8370.2305,8405.8496,8365.25,8397.3701,2057020000
2019-12-09,8388.75,8425.7695,8359.8701,8362.7402,2123870000
2019-12-10,8364.5498,8392.8896,8339.3701,8354.29,2058760000
2019-12-11,8371.6504,8408.0801,8361.3701,8402.6104,1982080000
2019-12-12,8391.9199,8493.1104,8380.0898,8466.8896,2396400000
2019-12-13,8461.4199,8517.5195,8441.8896,8487.71,2219630000
2019-12-16,8544.2695,8584.7803,8542.4199,8570.3301,2368050000
2019-12-17,8586.3301,8592.4502,8564.1504,8575.7002,2382450000
2019-12-18,8587.2002,8608.0996,8578.5596,8580.6201,2742330000
2019-12-19,8592.6797,8642.7402,8592.6797,8641.29,2446890000
2019-12-20,8666.5703,8687.6602,8656.4805,8678.4902,3830200000
2019-12-23,8703.0596,8710.9004,8690.1504,8696.0098,2028670000
2019-12-24,8705.2998,8708.2197,8684.1201,8699.5098,1014530000
2019-12-26,8717.9502,8778.3301,8716.0303,8778.3096,1639960000
2019-12-27,8805.8604,8811.0996,8749.8604,8770.9805,1833740000
2019-12-30,8766.3896,8768.2998,8671.9199,8709.7305,2051320000
2019-12-31,8681.3301,8735.4297,8674.3799,8733.0703,2186830000
2020-01-02,8802.2197,8873.6299,8786.9004,8872.2197,2862700000
2020-01-03,8755.1699,8843.6504,8755.1699,8793.9004,2586520000
2020-01-06,8713.8896,8849.9805,8713.8896,8848.5195,2810450000
2020-01-07,8857.1396,8872.4697,8821.6797,8846.4502,2381740000
2020-01-08,8845.4502,8953.5498,8834.9404,8912.3701,2472620000
2020-01-09,8990.04,9004.5498,8938.5303,8989.6299,2540960000
2020-01-10,9021.8799,9024.8701,8951.8301,8966.6396,2382900000
2020-01-13,9007.9404,9071.5303,8991.3496,9070.6504,2536820000
2020-01-14,9068.0195,9080.1602,9020.9199,9033.4199,2553160000
2020-01-15,9039.3096,9078.8701,9008.9502,9035.6699,2443220000
2020-01-16,9088.0801,9126.0703,9066.3096,9125.0,2312110000
2020-01-17,9159.4805,9176.4697,9118.9805,9173.7305,2542540000
2020-01-21,9145.6396,9187.4199,9141.7803,9166.6299,2686610000
2020-01-22,9212.3496,9242.4805,9179.2695,9188.5801,2454580000
2020-01-23,9186.1396,9221.1299,9145.2305,9216.9805,2465850000
2020-01-24,9266.3496,9272.3701,9101.4404,9141.4697,2622970000
2020-01-27,8913.1602,9001.4404,8910.9697,8952.1797,2593910000
2020-01-28,9013.2305,9111.3203,8994.2803,9090.9297,2169020000
2020-01-29,9141.5195,9153.0801,9067.29,9101.6104,2234620000
2020-01-30,9038.9199,9140.6904,9019.7197,9136.0898,2345370000
2020-01-31,9169.9102,9170.2197,8961.5898,8991.5098,2696090000
2020-02-03,9033.5195,9148.5,9031.0703,9126.2305,2427320000
2020-02-04,9256.9404,9352.96,9224.8604,9334.0596,2447340000
2020-02-05,9441.3398,9442.75,9311.8799,9367.4805,2470240000
2020-02-06,9395.6904,9448.7197,9357.8604,9445.9199,2313860000
2020-02-07,9397.7695,9453.2402,9376.9102,9401.0996,2243720000
2020-02-10,9373.2002,9517.7402,9373.2002,9516.8398,2187520000
2020-02-11,9567.8096,9600.0498,9493.6299,9517.8604,2450070000
2020-02-12,9569.8203,9615.9102,9552.0303,9613.2002,2366510000
2020-02-13,9540.6699,9636.4102,9532.7402,9595.7002,2254870000
2020-02-14,9613.8799,9634.75,9583.0801,9623.5801,2226720000
2020-02-18,9567.2803,9647.7197,9567.2803,9629.7998,2279420000
2020-02-19,9683.9404,9736.5703,9676.0703,9718.7305,2470860000
2020-02-20,9696.6602,9714.2305,9513.2305,9627.8301,2745730000
2020-02-21,9582.54,9594.0,9406.3799,9446.6904,2750160000
2020-02-24,9055.2998,9194.9102,9028.8701,9079.6299,3188590000
2020-02-25,9167.3301,9183.7803,8807.1104,8834.8701,3595520000
2020-02-26,8883.0098,9032.8799,8813.9199,8873.7598,3587950000
2020-02-27,8632.54,8786.6797,8430.5303,8436.6699,4559900000
2020-02-28,8133.8501,8490.4697,8133.8501,8461.8301,5320020000
2020-03-02,8569.9102,8879.3896,8446.5,8877.9805,4249020000
2020-03-03,8892.6797,9000.46,8516.5801,8594.4902,4336700000
2020-03-04,8745.6396,8952.1104,8669.7598,8949.2803,3634760000
2020-03-05,8713.1904,8864.1904,8613.9102,8671.6602,3763860000
2020-03-06,8395.9502,8571.8799,8319.9004,8530.3398,4292730000
2020-03-09,7912.1401,8241.7695,7912.1401,7948.0298,4554110000
2020-03-10,8213.9697,8376.4404,7942.1299,8372.2695,4447260000
2020-03-11,8166.2598,8224.7305,7900.9902,8006.1201,4302610000
2020-03-12,7452.7598,7808.3101,7255.6201,7263.6499,5099350000
2020-03-13,7683.04,7998.5098,7301.8799,7995.2598,4701070000
2020-03-16,7502.2598,7563.4502,6993.6099,7020.3799,4618120000
2020-03-17,7198.5298,7550.1299,6959.1499,7473.9502,4920210000
2020-03-18,7023.8599,7336.8799,6837.5298,7175.1802,4935000000
2020-03-19,7190.21,7514.1401,7037.4702,7288.52,4778490000
2020-03-20,7391.2202,7487.8301,6969.77,6994.29,5260300000
2020-03-23,6952.71,7145.29,6771.9102,7006.9199,4348410000
2020-03-24,7349.0,7555.9102,7304.3901,7553.8301,4441080000
2020-03-25,7543.96,7777.6099,7390.4102,7469.6201,4683630000
2020-03-26,7549.8301,7913.1099,7549.8301,7897.1299,4014670000
2020-03-27,7657.4399,7817.7402,7580.2202,7588.3701,3989120000
2020-03-30,7678.8301,7902.0898,7651.4302,7889.0098,3870770000
2020-03-31,7855.7402,8011.6001,7765.46,7813.5,4078960000
2020-04-01,7582.7798,7701.6802,7423.9702,7486.29,3700040000
2020-04-02,7445.8799,7641.8701,7432.2798,7635.6602,3622170000
2020-04-03,7631.5698,7673.4902,7439.7798,7528.1099,3294260000
2020-04-06,7819.0601,8110.6602,7763.0898,8081.6602,3849130000
2020-04-07,8287.4805,8305.5898,8043.0698,8049.3101,4085960000
2020-04-08,8134.2998,8254.4102,8058.4102,8229.54,3487440000
2020-04-09,8284.3096,8334.2305,8167.9302,8238.5303,4145460000
2020-04-13,8209.6797,8338.1504,8158.5801,8332.7402,3184660000
2020-04-14,8489.2695,8708.5498,8470.7402,8692.1602,3767410000
2020-04-15,8548.4697,8666.2402,8500.5596,8591.96,3347920000
2020-04-16,8689.0898,8793.3496,8605.5098,8757.8301,4057800000
2020-04-17,8876.6602,8879.2402,8704.3799,8832.4102,4348310000
2020-04-20,8742.54,8855.1797,8725.3301,8726.5098,3827370000
2020-04-21,8639.7402,8663.0898,8359.8398,8403.0,3788180000
2020-04-22,8575.5703,8708.4805,8550.6104,8664.6396,3041520000
2020-04-23,8693.7305,8796.4902,8624.6299,8641.5,3759890000
2020-04-24,8666.5703,8791.3604,8599.9902,8786.5996,3696020000
2020-04-27,8865.5801,8887.6201,8803.8896,8837.6602,3694980000
2020-04-28,8913.2803,8918.3799,8668.6699,8677.5996,3730350000
2020-04-29,8871.04,9025.8203,8832.0,8982.7598,4407140000
2020-04-30,9005.2402,9023.0303,8920.4199,9000.5098,4335660000
2020-05-01,8791.8799,8887.5801,8688.5801,8718.1797,3741300000
2020-05-04,8683.9404,8840.3301,8665.4004,8834.1104,3443140000
2020-05-05,8922.3896,9031.0,8900.5703,8930.6201,3933550000
2020-05-06,8997.0195,9065.5801,8950.8896,8984.8604,3656750000
2020-05-07,9104.6699,9136.1797,9045.2305,9101.8799,3787220000
2020-05-08,9165.7002,9224.4902,9126.9697,9220.3496,3813630000
2020-05-11,9155.21,9346.2695,9155.21,9298.9199,3925450000
2020-05-12,9326.0596,9354.4502,9109.0898,9112.4502,4336510000
2020-05-13,9123.6904,9209.4902,8890.1602,9000.0801,4273210000
2020-05-14,8946.4502,9097.75,8860.7695,9094.4199,3965970000
2020-05-15,8976.29,9157.46,8958.0801,9152.6396,4240690000
2020-05-18,9281.3604,9367.54,9248.7803,9331.9297,4341820000
2020-05-19,9326.2803,9422.9004,9296.25,9298.54,4193550000
2020-05-20,9415.25,9498.2803,9412.8301,9485.0195,4315500000
